,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
2578,2021,Canada (excluding Quebec),Both sexes,Myeloma,Fourth trend,Start year of period,Number,units,
2579,2021,Canada (excluding Quebec),Both sexes,Myeloma,Fourth trend,End year of period,Number,units,
2580,2021,Canada (excluding Quebec),Both sexes,Myeloma,Fifth trend,Annual percent change (APC),Percentage,units,
2581,2021,Canada (excluding Quebec),Both sexes,Myeloma,Fifth trend,Start year of period,Number,units,
2582,2021,Canada (excluding Quebec),Both sexes,Myeloma,Fifth trend,End year of period,Number,units,
2583,2021,Canada (excluding Quebec),Both sexes,Myeloma,Latest trend,Annual percent change (APC),Percentage,units,-1.0
2584,2021,Canada (excluding Quebec),Both sexes,Myeloma,Latest trend,Start year of period,Number,units,1995.0
2585,2021,Canada (excluding Quebec),Both sexes,Myeloma,Latest trend,End year of period,Number,units,2020.0
2586,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.6
2587,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend since 1984,Start year of period,Number,units,1984.0
2588,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend since 1984,End year of period,Number,units,2020.0
2589,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.0
2590,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2591,2021,Canada (excluding Quebec),Both sexes,Myeloma,Overall trend within the last ten years,End year of period,Number,units,2020.0
2592,2021,Canada (excluding Quebec),Both sexes,Leukemia,First trend,Annual percent change (APC),Percentage,units,-0.8
2593,2021,Canada (excluding Quebec),Both sexes,Leukemia,First trend,Start year of period,Number,units,1984.0
2594,2021,Canada (excluding Quebec),Both sexes,Leukemia,First trend,End year of period,Number,units,2013.0
2595,2021,Canada (excluding Quebec),Both sexes,Leukemia,Second trend,Annual percent change (APC),Percentage,units,-1.9
2596,2021,Canada (excluding Quebec),Both sexes,Leukemia,Second trend,Start year of period,Number,units,2013.0
2597,2021,Canada (excluding Quebec),Both sexes,Leukemia,Second trend,End year of period,Number,units,2020.0
2598,2021,Canada (excluding Quebec),Both sexes,Leukemia,Third trend,Annual percent change (APC),Percentage,units,
2599,2021,Canada (excluding Quebec),Both sexes,Leukemia,Third trend,Start year of period,Number,units,
2600,2021,Canada (excluding Quebec),Both sexes,Leukemia,Third trend,End year of period,Number,units,
2601,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
2602,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fourth trend,Start year of period,Number,units,
2603,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fourth trend,End year of period,Number,units,
2604,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
2605,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fifth trend,Start year of period,Number,units,
2606,2021,Canada (excluding Quebec),Both sexes,Leukemia,Fifth trend,End year of period,Number,units,
2607,2021,Canada (excluding Quebec),Both sexes,Leukemia,Latest trend,Annual percent change (APC),Percentage,units,-1.9
2608,2021,Canada (excluding Quebec),Both sexes,Leukemia,Latest trend,Start year of period,Number,units,2013.0
2609,2021,Canada (excluding Quebec),Both sexes,Leukemia,Latest trend,End year of period,Number,units,2020.0
2610,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.0
2611,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
2612,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
2613,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.7
2614,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2615,2021,Canada (excluding Quebec),Both sexes,Leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
2616,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,First trend,Annual percent change (APC),Percentage,units,-1.6
2617,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,First trend,Start year of period,Number,units,1984.0
2618,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,First trend,End year of period,Number,units,2020.0
2619,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Second trend,Annual percent change (APC),Percentage,units,
2620,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Second trend,Start year of period,Number,units,
2621,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Second trend,End year of period,Number,units,
2622,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Third trend,Annual percent change (APC),Percentage,units,
2623,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Third trend,Start year of period,Number,units,
2624,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Third trend,End year of period,Number,units,
2625,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
2626,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fourth trend,Start year of period,Number,units,
2627,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fourth trend,End year of period,Number,units,
2628,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
2629,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fifth trend,Start year of period,Number,units,
2630,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Fifth trend,End year of period,Number,units,
2631,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Latest trend,Annual percent change (APC),Percentage,units,-1.6
2632,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Latest trend,Start year of period,Number,units,1984.0
2633,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Latest trend,End year of period,Number,units,2020.0
2634,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.6
2635,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
2636,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
2637,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.6
2638,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2639,2021,Canada (excluding Quebec),Both sexes,Acute lymphocytic leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
2640,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,First trend,Annual percent change (APC),Percentage,units,0.6
2641,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,First trend,Start year of period,Number,units,1984.0
2642,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,First trend,End year of period,Number,units,2005.0
2643,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Second trend,Annual percent change (APC),Percentage,units,-3.2
2644,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Second trend,Start year of period,Number,units,2005.0
2645,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Second trend,End year of period,Number,units,2020.0
2646,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Third trend,Annual percent change (APC),Percentage,units,
2647,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Third trend,Start year of period,Number,units,
2648,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Third trend,End year of period,Number,units,
2649,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
2650,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fourth trend,Start year of period,Number,units,
2651,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fourth trend,End year of period,Number,units,
2652,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
2653,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fifth trend,Start year of period,Number,units,
2654,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Fifth trend,End year of period,Number,units,
2655,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Latest trend,Annual percent change (APC),Percentage,units,-3.2
2656,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Latest trend,Start year of period,Number,units,2005.0
2657,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Latest trend,End year of period,Number,units,2020.0
2658,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.0
2659,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
2660,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
2661,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-3.2
2662,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2663,2021,Canada (excluding Quebec),Both sexes,Chronic lymphocytic leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
2664,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,First trend,Annual percent change (APC),Percentage,units,0.8
2665,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,First trend,Start year of period,Number,units,1984.0
2666,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,First trend,End year of period,Number,units,2005.0
2667,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Second trend,Annual percent change (APC),Percentage,units,3.2
2668,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Second trend,Start year of period,Number,units,2005.0
2669,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Second trend,End year of period,Number,units,2011.0
2670,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Third trend,Annual percent change (APC),Percentage,units,0.2
2671,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Third trend,Start year of period,Number,units,2011.0
2672,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Third trend,End year of period,Number,units,2020.0
2673,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
2674,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fourth trend,Start year of period,Number,units,
2675,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fourth trend,End year of period,Number,units,
2676,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
2677,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fifth trend,Start year of period,Number,units,
2678,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Fifth trend,End year of period,Number,units,
2679,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Latest trend,Annual percent change (APC),Percentage,units,0.2
2680,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Latest trend,Start year of period,Number,units,2011.0
2681,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Latest trend,End year of period,Number,units,2020.0
2682,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,1.0
2683,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
2684,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
2685,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,0.2
2686,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2687,2021,Canada (excluding Quebec),Both sexes,Acute myeloid leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
2688,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,First trend,Annual percent change (APC),Percentage,units,-1.6
2689,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,First trend,Start year of period,Number,units,1984.0
2690,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,First trend,End year of period,Number,units,1999.0
2691,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Second trend,Annual percent change (APC),Percentage,units,-10.8
2692,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Second trend,Start year of period,Number,units,1999.0
2693,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Second trend,End year of period,Number,units,2008.0
2694,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Third trend,Annual percent change (APC),Percentage,units,7.9
2695,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Third trend,Start year of period,Number,units,2008.0
2696,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Third trend,End year of period,Number,units,2016.0
2697,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fourth trend,Annual percent change (APC),Percentage,units,-2.0
2698,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fourth trend,Start year of period,Number,units,2016.0
2699,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fourth trend,End year of period,Number,units,2020.0
2700,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
2701,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fifth trend,Start year of period,Number,units,
2702,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Fifth trend,End year of period,Number,units,
2703,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Latest trend,Annual percent change (APC),Percentage,units,-2.0
2704,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Latest trend,Start year of period,Number,units,2016.0
2705,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Latest trend,End year of period,Number,units,2020.0
2706,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-2.0
2707,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
2708,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
2709,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,3.5
2710,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2711,2021,Canada (excluding Quebec),Both sexes,Chronic myeloid leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
2712,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",First trend,Annual percent change (APC),Percentage,units,0.4
2713,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",First trend,Start year of period,Number,units,1984.0
2714,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",First trend,End year of period,Number,units,1988.0
2715,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Second trend,Annual percent change (APC),Percentage,units,-0.8
2716,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Second trend,Start year of period,Number,units,1988.0
2717,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Second trend,End year of period,Number,units,2001.0
2718,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Third trend,Annual percent change (APC),Percentage,units,-1.7
2719,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Third trend,Start year of period,Number,units,2001.0
2720,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Third trend,End year of period,Number,units,2020.0
2721,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fourth trend,Annual percent change (APC),Percentage,units,
2722,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fourth trend,Start year of period,Number,units,
2723,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fourth trend,End year of period,Number,units,
2724,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fifth trend,Annual percent change (APC),Percentage,units,
2725,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fifth trend,Start year of period,Number,units,
2726,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Fifth trend,End year of period,Number,units,
2727,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Latest trend,Annual percent change (APC),Percentage,units,-1.7
2728,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Latest trend,Start year of period,Number,units,2001.0
2729,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Latest trend,End year of period,Number,units,2020.0
2730,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.1
2731,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend since 1984,Start year of period,Number,units,1984.0
2732,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend since 1984,End year of period,Number,units,2020.0
2733,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.7
2734,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend within the last ten years,Start year of period,Number,units,2011.0
2735,2021,Canada (excluding Quebec),Males,"Total, all primary sites of cancer",Overall trend within the last ten years,End year of period,Number,units,2020.0
2736,2021,Canada (excluding Quebec),Males,Head and neck,First trend,Annual percent change (APC),Percentage,units,-1.9
2737,2021,Canada (excluding Quebec),Males,Head and neck,First trend,Start year of period,Number,units,1984.0
2738,2021,Canada (excluding Quebec),Males,Head and neck,First trend,End year of period,Number,units,2012.0
2739,2021,Canada (excluding Quebec),Males,Head and neck,Second trend,Annual percent change (APC),Percentage,units,0.2
2740,2021,Canada (excluding Quebec),Males,Head and neck,Second trend,Start year of period,Number,units,2012.0
2741,2021,Canada (excluding Quebec),Males,Head and neck,Second trend,End year of period,Number,units,2020.0
2742,2021,Canada (excluding Quebec),Males,Head and neck,Third trend,Annual percent change (APC),Percentage,units,
2743,2021,Canada (excluding Quebec),Males,Head and neck,Third trend,Start year of period,Number,units,
2744,2021,Canada (excluding Quebec),Males,Head and neck,Third trend,End year of period,Number,units,
2745,2021,Canada (excluding Quebec),Males,Head and neck,Fourth trend,Annual percent change (APC),Percentage,units,
2746,2021,Canada (excluding Quebec),Males,Head and neck,Fourth trend,Start year of period,Number,units,
2747,2021,Canada (excluding Quebec),Males,Head and neck,Fourth trend,End year of period,Number,units,
2748,2021,Canada (excluding Quebec),Males,Head and neck,Fifth trend,Annual percent change (APC),Percentage,units,
2749,2021,Canada (excluding Quebec),Males,Head and neck,Fifth trend,Start year of period,Number,units,
2750,2021,Canada (excluding Quebec),Males,Head and neck,Fifth trend,End year of period,Number,units,
2751,2021,Canada (excluding Quebec),Males,Head and neck,Latest trend,Annual percent change (APC),Percentage,units,0.2
2752,2021,Canada (excluding Quebec),Males,Head and neck,Latest trend,Start year of period,Number,units,2012.0
2753,2021,Canada (excluding Quebec),Males,Head and neck,Latest trend,End year of period,Number,units,2020.0
2754,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.4
2755,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend since 1984,Start year of period,Number,units,1984.0
2756,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend since 1984,End year of period,Number,units,2020.0
2757,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,0.0
2758,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2759,2021,Canada (excluding Quebec),Males,Head and neck,Overall trend within the last ten years,End year of period,Number,units,2020.0
2760,2021,Canada (excluding Quebec),Males,Esophagus,First trend,Annual percent change (APC),Percentage,units,1.1
2761,2021,Canada (excluding Quebec),Males,Esophagus,First trend,Start year of period,Number,units,1984.0
2762,2021,Canada (excluding Quebec),Males,Esophagus,First trend,End year of period,Number,units,2001.0
2763,2021,Canada (excluding Quebec),Males,Esophagus,Second trend,Annual percent change (APC),Percentage,units,-0.3
2764,2021,Canada (excluding Quebec),Males,Esophagus,Second trend,Start year of period,Number,units,2001.0
2765,2021,Canada (excluding Quebec),Males,Esophagus,Second trend,End year of period,Number,units,2020.0
2766,2021,Canada (excluding Quebec),Males,Esophagus,Third trend,Annual percent change (APC),Percentage,units,
2767,2021,Canada (excluding Quebec),Males,Esophagus,Third trend,Start year of period,Number,units,
2768,2021,Canada (excluding Quebec),Males,Esophagus,Third trend,End year of period,Number,units,
2769,2021,Canada (excluding Quebec),Males,Esophagus,Fourth trend,Annual percent change (APC),Percentage,units,
2770,2021,Canada (excluding Quebec),Males,Esophagus,Fourth trend,Start year of period,Number,units,
2771,2021,Canada (excluding Quebec),Males,Esophagus,Fourth trend,End year of period,Number,units,
2772,2021,Canada (excluding Quebec),Males,Esophagus,Fifth trend,Annual percent change (APC),Percentage,units,
2773,2021,Canada (excluding Quebec),Males,Esophagus,Fifth trend,Start year of period,Number,units,
2774,2021,Canada (excluding Quebec),Males,Esophagus,Fifth trend,End year of period,Number,units,
2775,2021,Canada (excluding Quebec),Males,Esophagus,Latest trend,Annual percent change (APC),Percentage,units,-0.3
2776,2021,Canada (excluding Quebec),Males,Esophagus,Latest trend,Start year of period,Number,units,2001.0
2777,2021,Canada (excluding Quebec),Males,Esophagus,Latest trend,End year of period,Number,units,2020.0
2778,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend since 1984,Annual percent change (APC),Percentage,units,0.4
2779,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend since 1984,Start year of period,Number,units,1984.0
2780,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend since 1984,End year of period,Number,units,2020.0
2781,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-0.3
2782,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2783,2021,Canada (excluding Quebec),Males,Esophagus,Overall trend within the last ten years,End year of period,Number,units,2020.0
2784,2021,Canada (excluding Quebec),Males,Stomach,First trend,Annual percent change (APC),Percentage,units,-3.3
2785,2021,Canada (excluding Quebec),Males,Stomach,First trend,Start year of period,Number,units,1984.0
2786,2021,Canada (excluding Quebec),Males,Stomach,First trend,End year of period,Number,units,2012.0
2787,2021,Canada (excluding Quebec),Males,Stomach,Second trend,Annual percent change (APC),Percentage,units,-1.5
2788,2021,Canada (excluding Quebec),Males,Stomach,Second trend,Start year of period,Number,units,2012.0
2789,2021,Canada (excluding Quebec),Males,Stomach,Second trend,End year of period,Number,units,2020.0
2790,2021,Canada (excluding Quebec),Males,Stomach,Third trend,Annual percent change (APC),Percentage,units,
2791,2021,Canada (excluding Quebec),Males,Stomach,Third trend,Start year of period,Number,units,
2792,2021,Canada (excluding Quebec),Males,Stomach,Third trend,End year of period,Number,units,
2793,2021,Canada (excluding Quebec),Males,Stomach,Fourth trend,Annual percent change (APC),Percentage,units,
2794,2021,Canada (excluding Quebec),Males,Stomach,Fourth trend,Start year of period,Number,units,
2795,2021,Canada (excluding Quebec),Males,Stomach,Fourth trend,End year of period,Number,units,
2796,2021,Canada (excluding Quebec),Males,Stomach,Fifth trend,Annual percent change (APC),Percentage,units,
2797,2021,Canada (excluding Quebec),Males,Stomach,Fifth trend,Start year of period,Number,units,
2798,2021,Canada (excluding Quebec),Males,Stomach,Fifth trend,End year of period,Number,units,
2799,2021,Canada (excluding Quebec),Males,Stomach,Latest trend,Annual percent change (APC),Percentage,units,-1.5
2800,2021,Canada (excluding Quebec),Males,Stomach,Latest trend,Start year of period,Number,units,2012.0
2801,2021,Canada (excluding Quebec),Males,Stomach,Latest trend,End year of period,Number,units,2020.0
2802,2021,Canada (excluding Quebec),Males,Stomach,Overall trend since 1984,Annual percent change (APC),Percentage,units,-2.9
2803,2021,Canada (excluding Quebec),Males,Stomach,Overall trend since 1984,Start year of period,Number,units,1984.0
2804,2021,Canada (excluding Quebec),Males,Stomach,Overall trend since 1984,End year of period,Number,units,2020.0
2805,2021,Canada (excluding Quebec),Males,Stomach,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.7
2806,2021,Canada (excluding Quebec),Males,Stomach,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2807,2021,Canada (excluding Quebec),Males,Stomach,Overall trend within the last ten years,End year of period,Number,units,2020.0
2808,2021,Canada (excluding Quebec),Males,Small intestine,First trend,Annual percent change (APC),Percentage,units,-1.5
2809,2021,Canada (excluding Quebec),Males,Small intestine,First trend,Start year of period,Number,units,1984.0
2810,2021,Canada (excluding Quebec),Males,Small intestine,First trend,End year of period,Number,units,1997.0
2811,2021,Canada (excluding Quebec),Males,Small intestine,Second trend,Annual percent change (APC),Percentage,units,1.9
2812,2021,Canada (excluding Quebec),Males,Small intestine,Second trend,Start year of period,Number,units,1997.0
2813,2021,Canada (excluding Quebec),Males,Small intestine,Second trend,End year of period,Number,units,2020.0
2814,2021,Canada (excluding Quebec),Males,Small intestine,Third trend,Annual percent change (APC),Percentage,units,
2815,2021,Canada (excluding Quebec),Males,Small intestine,Third trend,Start year of period,Number,units,
2816,2021,Canada (excluding Quebec),Males,Small intestine,Third trend,End year of period,Number,units,
2817,2021,Canada (excluding Quebec),Males,Small intestine,Fourth trend,Annual percent change (APC),Percentage,units,
2818,2021,Canada (excluding Quebec),Males,Small intestine,Fourth trend,Start year of period,Number,units,
2819,2021,Canada (excluding Quebec),Males,Small intestine,Fourth trend,End year of period,Number,units,
2820,2021,Canada (excluding Quebec),Males,Small intestine,Fifth trend,Annual percent change (APC),Percentage,units,
2821,2021,Canada (excluding Quebec),Males,Small intestine,Fifth trend,Start year of period,Number,units,
2822,2021,Canada (excluding Quebec),Males,Small intestine,Fifth trend,End year of period,Number,units,
2823,2021,Canada (excluding Quebec),Males,Small intestine,Latest trend,Annual percent change (APC),Percentage,units,1.9
2824,2021,Canada (excluding Quebec),Males,Small intestine,Latest trend,Start year of period,Number,units,1997.0
2825,2021,Canada (excluding Quebec),Males,Small intestine,Latest trend,End year of period,Number,units,2020.0
2826,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend since 1984,Annual percent change (APC),Percentage,units,0.6
2827,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend since 1984,Start year of period,Number,units,1984.0
2828,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend since 1984,End year of period,Number,units,2020.0
